a,b,theta,phi1,phi2,E,E_p1,E_p2,E_t1,E_t2,E_t3,E_t4,E_m1,E_m2,machine_type,status,file_name,R3,R4
7.8,5.8,26.5,0,1,0,-9.189099562,0,-14.15601692,-14.34116374,-12.38896758,-12.4339977,14.8104323,14.80165971,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=1_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,0,0,0,-9.189099562,0,-14.29258192,-14.38263588,-12.24193571,-12.34836141,14.8104323,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=0_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,0,1,0,-9.356933387,0,-14.11337134,-14.31482715,-12.39576351,-12.44162822,14.8104323,14.80165971,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=1_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,0,-1,0,-9.189099562,0,-14.40230832,-14.42108969,-12.09455871,-12.25823842,14.8104323,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=-1_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,0,1,0,-9.317237105,0,-14.04592029,-14.26220416,-12.37840659,-12.42511843,14.8104323,14.80165971,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=1_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,0,0,0,-9.356933387,0,-14.25683895,-14.35764843,-12.24826729,-12.35776151,14.8104323,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=0_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,0,-1,0,-9.356933387,0,-14.37634195,-14.39792202,-12.1014425,-12.2695587,14.8104323,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=-1_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,0,2,0,-9.189099562,0,-14.11836004,-14.34341023,-12.40629313,-12.38177004,14.8104323,14.7935209,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=2_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,0,2,0,-9.356933387,0,-14.08527771,-14.37389466,-12.56002053,-12.53580492,14.8104323,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=2_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,0,0,0,-9.317237105,0,-14.1956128,-14.30601691,-12.23106724,-12.34305267,14.8104323,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=0_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,0,-1,0,-9.317237105,0,-14.32407664,-14.34774632,-12.08485741,-12.25673867,14.8104323,14.81989515,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=-1_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,0,2,0,-9.356933387,0,-14.14295843,-14.39647247,-12.49306521,-12.46467666,14.8104323,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=2_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,0,-2,0,-9.189099562,0,-14.38205229,-14.43961378,-11.82923494,-12.0403042,14.8104323,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=-2_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,0,-2,0,-9.356933387,0,-14.50867126,-14.51379174,-11.97484236,-12.19517367,14.8104323,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=-2_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6,26.5,0,2,0,-9.317237105,0,-14.13572952,-14.41540445,-12.54790331,-12.51636466,14.8104323,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=2_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,1,0,0,-9.367714009,0,-14.32027393,-14.33992127,-12.35036317,-12.51633956,14.80165971,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=0_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,0,-2,0,-9.356933387,0,-14.4625179,-14.50555881,-11.91071083,-12.12878938,14.8104323,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=-2_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,0,2,0,-9.189099562,0,-14.10016225,-14.36481459,-12.51566812,-12.49473439,14.8104323,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=2_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6,26.5,0,-2,0,-9.317237105,0,-14.50690796,-14.53549104,-11.96244276,-12.1861689,14.8104323,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=-2_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,1,0,0,-9.222188165,0,-14.30675737,-14.32892102,-12.20654415,-12.35811919,14.80165971,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=0_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6,26.5,0,2,0,-9.317237105,0,-14.04261331,-14.35316173,-12.57615381,-12.54936541,14.8104323,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=2_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,0,-2,0,-9.189099562,0,-14.47908416,-14.49532412,-11.9335271,-12.14760841,14.8104323,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=-2_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,1,0,0,-9.367714009,0,-14.34873779,-14.37353071,-12.28650775,-12.44617139,14.80165971,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=0_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,0,2,0,-9.189099562,0,-14.00164318,-14.29731962,-12.53233479,-12.51441938,14.8104323,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=2_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6,26.5,0,-2,0,-9.317237105,0,-14.50685148,-14.50080856,-11.98976454,-12.21531674,14.8104323,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=-2_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6,26.5,1,0,0,-9.311087506,0,-14.35757313,-14.38422348,-12.33599319,-12.50228961,14.80165971,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=0_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,0,-2,0,-9.189099562,0,-14.47279024,-14.45569687,-11.94846811,-12.16428135,14.8104323,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=-2_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,0,2,0,-9.356933387,0,-13.95426618,-14.27006686,-12.54110111,-12.52049368,14.8104323,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=2_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,1,0,0,-9.222188165,0,-14.32135953,-14.33808894,-12.3115454,-12.47040583,14.80165971,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=0_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,0,-2,0,-9.356933387,0,-14.46042202,-14.43493883,-11.95599196,-12.17751554,14.8104323,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=-2_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,0,2,0,-9.317237105,0,-13.88265473,-14.21681008,-12.52499292,-12.50237746,14.8104323,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=2_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6,26.5,1,0,0,-9.311087506,0,-14.29028523,-14.31209748,-12.36238626,-12.53407927,14.80165971,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=0_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,0,-2,0,-9.317237105,0,-14.42073828,-14.38673352,-11.94015988,-12.16658431,14.8104323,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=0_phi2=-2_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,1,1,0,-9.222188165,0,-14.20192555,-14.29051741,-12.35089027,-12.44081246,14.80165971,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=1_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,1,1,0,-9.367714009,0,-14.18645743,-14.29511078,-12.49853083,-12.59993644,14.80165971,14.80165971,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=1_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,1,0,0,-9.222188165,0,-14.24834246,-14.26095541,-12.32541337,-12.48965784,14.80165971,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=0_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,1,-1,0,-9.367714009,0,-14.42719536,-14.38276138,-12.20110364,-12.42718921,14.80165971,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-1_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,1,1,0,-9.367714009,0,-14.23370893,-14.33357714,-12.43289328,-12.52771004,14.80165971,14.80165971,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=1_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,1,0,0,-9.367714009,0,-14.21180255,-14.22745893,-12.32988751,-12.5002502,14.80165971,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=0_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,1,-1,0,-9.222188165,0,-14.37370641,-14.36402393,-12.05805646,-12.26911317,14.80165971,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-1_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6,26.5,1,1,0,-9.311087506,0,-14.23318182,-14.3430651,-12.48370904,-12.58266737,14.80165971,14.80165971,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=1_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,1,0,0,-9.311087506,0,-14.1500744,-14.16807766,-12.31078611,-12.48603083,14.80165971,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=0_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,1,-1,0,-9.367714009,0,-14.42959873,-14.41071695,-12.13742392,-12.3585459,14.80165971,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-1_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,1,1,0,-9.222188165,0,-14.19554377,-14.29425737,-12.45841411,-12.55541461,14.80165971,14.80165971,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=1_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,1,2,0,-9.222188165,0,-14.07075086,-14.24947198,-12.48761843,-12.51667842,14.80165971,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=2_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,1,2,0,-9.367714009,0,-14.03463138,-14.24880682,-12.64238122,-12.67747785,14.80165971,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=2_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6,26.5,1,1,0,-9.311087506,0,-14.14918961,-14.26661555,-12.5111626,-12.61627053,14.80165971,14.80165971,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=1_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6,26.5,1,-1,0,-9.311087506,0,-14.45132312,-14.4230789,-12.18688426,-12.41603836,14.80165971,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-1_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,1,1,0,-9.222188165,0,-14.10603574,-14.21278775,-12.47369398,-12.57624166,14.80165971,14.80165971,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=1_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,1,2,0,-9.367714009,0,-14.09516727,-14.29143357,-12.57323589,-12.60271004,14.80165971,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=2_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,1,1,0,-9.367714009,0,-14.06332741,-14.17878925,-12.47875799,-12.58522761,14.80165971,14.80165971,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=1_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,1,-1,0,-9.222188165,0,-14.41719285,-14.37952343,-12.16224194,-12.37965533,14.80165971,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-1_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6,26.5,1,2,0,-9.311087506,0,-14.08799483,-14.30011831,-12.626888,-12.65676375,14.80165971,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=2_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,1,1,0,-9.311087506,0,-13.99604579,-14.11916325,-12.45965658,-12.56939553,14.80165971,14.80165971,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=1_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6,26.5,1,-1,0,-9.311087506,0,-14.40741625,-14.3559918,-12.21352834,-12.44654162,14.80165971,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-1_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,1,2,0,-9.222188165,0,-14.04934649,-14.24857464,-12.59948464,-12.63414829,14.80165971,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=2_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,1,-2,0,-9.222188165,0,-14.38714767,-14.39501665,-11.90857102,-12.17453486,14.80165971,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,1,-2,0,-9.367714009,0,-14.49506684,-14.42303497,-12.05274145,-12.33327607,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,1,-1,0,-9.222188165,0,-14.36726188,-14.30746645,-12.17626052,-12.39790332,14.80165971,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-1_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6,26.5,1,2,0,-9.311087506,0,-13.99236858,-14.21997901,-12.65705868,-12.69262594,14.80165971,14.7935209,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=2_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,1,-2,0,-9.367714009,0,-14.46183391,-14.44440796,-11.98832755,-12.26550499,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,1,-1,0,-9.367714009,0,-14.33946319,-14.27482338,-12.18120529,-12.4102841,14.80165971,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-1_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,1,2,0,-9.222188165,0,-13.94837386,-14.16342153,-12.61787068,-12.65703985,14.80165971,14.7935209,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=2_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6,26.5,1,-2,0,-9.311087506,0,-14.50107211,-14.45900384,-12.03839657,-12.32460388,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,1,-1,0,-9.311087506,0,-14.28571696,-14.21599432,-12.16276278,-12.39786567,14.80165971,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-1_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,1,2,0,-9.367714009,0,-13.90146748,-14.12919714,-12.62496154,-12.66459507,14.80165971,14.7935209,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=2_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,1,-2,0,-9.222188165,0,-14.46990369,-14.41790194,-12.01322714,-12.28397888,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6,26.5,1,2,0,-9.311087506,0,-13.83050865,-14.06960879,-12.60719046,-12.64733855,14.80165971,14.7935209,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=2_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,-1,0,0,-9.153444444,0,-14.36522875,-14.42664943,-12.03812674,-12.08060289,14.81989515,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,-1,0,0,-9.343649,0,-14.39725686,-14.52632939,-12.18335138,-12.23171985,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
