a,b,theta,phi1,phi2,E,E_p1,E_p2,E_t1,E_t2,E_t3,E_t4,E_m1,E_m2,machine_type,status,file_name,R3,R4
7.8,5.9,26.5,1,-1,-42.29558410939509,-9.367714009,-9.34364900039509,-14.33946319,-14.27482338,-12.18120529,-12.4102841,14.80165971,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-1_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,1,2,-42.26497417819675,-9.222188165,-9.251260703196749,-13.94837386,-14.16342153,-12.61787068,-12.65703985,14.80165971,14.7935209,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=2_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6.0,26.5,1,-2,-42.32559791089132,-9.311087506,-9.323229824891314,-14.50107211,-14.45900384,-12.03839657,-12.32460388,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6.0,26.5,1,-1,-42.07286826560409,-9.311087506,-9.320995889604092,-14.28571696,-14.21599432,-12.16276278,-12.39786567,14.80165971,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-1_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,1,2,-42.46771010339903,-9.367714009,-9.374955474399028,-13.90146748,-14.12919714,-12.62496154,-12.66459507,14.80165971,14.7935209,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=2_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,1,-2,-41.89228970713745,-9.222188165,-9.116885712137446,-14.46990369,-14.41790194,-12.01322714,-12.28397888,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6.0,26.5,1,2,-42.17237880464954,-9.311087506,-9.301825458649548,-13.83050865,-14.06960879,-12.60719046,-12.64733855,14.80165971,14.7935209,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=2_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,-1,0,-41.62282436635438,-9.153444444,-9.189099562354388,-14.36522875,-14.42664943,-12.03812674,-12.08060289,14.81989515,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,-1,0,-42.40891241722921,-9.343649000000001,-9.35693338722922,-14.39725686,-14.52632939,-12.18335138,-12.23171985,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6.0,26.5,1,-2,-42.31007332089132,-9.311087506,-9.323229824891314,-14.48936278,-14.39777769,-12.06598818,-12.35442316,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,-1,1,-42.51176129901489,-9.343649000000001,-9.36771400901489,-14.27818056,-14.50107211,-12.32916588,-12.313534599999999,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,-1,0,-42.270797477229216,-9.343649000000001,-9.35693338722922,-14.41199707,-14.50273502,-12.12114004,-12.16467041,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,1,-2,-41.84100331713745,-9.222188165,-9.116885712137446,-14.4518565,-14.35179376,-12.02824973,-12.30182527,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,-1,1,-41.796468938945694,-9.153444444,-9.222188164945694,-14.2818766,-14.41600058,-12.18146885,-12.16304516,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6.0,26.5,-1,0,-42.36737753452206,-9.32099589,-9.317237104522064,-14.42482337,-14.54261328,-12.1737944,-12.21824094,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,1,-2,-42.17169481696834,-9.367714009,-9.329078217968343,-14.43618758,-14.32040571,-12.033978900000001,-12.31612622,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,-1,1,-42.40534815901488,-9.343649000000001,-9.36771400901489,-14.31605707,-14.48756182,-12.2663082,-12.24561292,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,-1,0,-41.93565064635438,-9.153444444,-9.189099562354388,-14.3950794,-14.49914566,-12.141007,-12.18820203,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6.0,26.5,1,-2,-41.98078117089132,-9.311087506,-9.323229824891314,-14.39365495,-14.26249281,-12.01648392,-12.30562798,14.80165971,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=1_phi2=-2_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6.0,26.5,-1,1,-42.468889836357576,-9.32099589,-9.31108750635758,-14.31729954,-14.52346167,-12.31996031,-12.29763978,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6.0,26.5,-1,0,-42.34687050452206,-9.32099589,-9.317237104522064,-14.36984095,-14.52189917,-12.19898265,-12.24824219,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,-1,-1,-41.38110123829501,-9.153444444,-9.15344444429502,-14.39987985,-14.42912182,-11.89179141,-11.99320957,14.81989515,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,-1,-1,-42.25772644039508,-9.343649000000001,-9.34364900039509,-14.481167499999998,-14.54592025,-12.03753061,-12.14560038,14.81989515,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,-1,0,-41.87866646635439,-9.153444444,-9.189099562354388,-14.33433643,-14.47304124,-12.15399019,-12.20508205,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,-1,0,-42.20672241722922,-9.343649000000001,-9.35693338722922,-14.29980456,-14.45977568,-12.16231724,-12.21457,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,-1,1,-42.07488257894569,-9.153444444,-9.222188164945694,-14.28594914,-14.47733969,-12.28576101,-12.27175499,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,-1,-1,-42.07569207039508,-9.343649000000001,-9.34364900039509,-14.46389215,-14.51072322,-11.97458508,-12.07898392,14.81989515,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6.0,26.5,-1,0,-42.01351837452206,-9.32099589,-9.317237104522064,-14.23947575,-14.41893733,-12.14709385,-12.2001059,14.81989515,14.8104323,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=0_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6.0,26.5,-1,1,-42.41928516635758,-9.32099589,-9.31108750635758,-14.24167831,-14.49368005,-12.34507953,-12.32831874,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6.0,26.5,-1,-1,-42.212206859604095,-9.32099589,-9.320995889604092,-14.49272623,-14.55547723,-12.02753437,-12.13426755,14.81989515,14.81989515,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,-1,2,-41.912395137196754,-9.153444444,-9.251260703196749,-14.16447575,-14.39855581,-12.31820955,-12.23986493,14.81989515,14.7935209,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,-1,2,-42.57385969439903,-9.343649000000001,-9.374955474399028,-14.13530281,-14.47119636,-12.47166712,-12.39050498,14.81989515,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,-1,1,-41.98912077894569,-9.153444444,-9.222188164945694,-14.20473679,-14.442054800000001,-12.29915835,-12.28909309,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,-1,-1,-41.74186928829502,-9.153444444,-9.15344444429502,-14.46514089,-14.51448828,-11.99490385,-12.10023768,14.81989515,14.81989515,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,-1,2,-42.488813274399035,-9.343649000000001,-9.374955474399028,-14.18960753,-14.46643356,-12.40636843,-12.32121533,14.81989515,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,-1,1,-42.28309038901489,-9.343649000000001,-9.36771400901489,-14.16245517,-14.42626037,-12.30785564,-12.29671106,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6.0,26.5,-1,-1,-42.23153416960409,-9.32099589,-9.320995889604092,-14.46654024,-14.54519862,-12.05367016,-12.16392367,14.81989515,14.81989515,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6.0,26.5,-1,2,-42.52574849864955,-9.32099589,-9.301825458649548,-14.18262334,-14.49912683,-12.46263725,-12.37195578,14.81989515,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6.0,26.5,-1,1,-42.06180526635758,-9.32099589,-9.31108750635758,-14.09511707,-14.38331986,-12.29241262,-12.28042718,14.81989515,14.80165971,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=1_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,-1,-1,-41.72481983829501,-9.153444444,-9.15344444429502,-14.43302493,-14.49897623,-12.00873417,-12.11698592,14.81989515,14.81989515,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.8,26.5,-1,2,-42.16747166719675,-9.153444444,-9.251260703196749,-14.15008067,-14.45018105,-12.42568319,-12.35023766,14.81989515,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.7_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.9,26.5,-1,-1,-42.09186926039509,-9.343649000000001,-9.34364900039509,-14.40950585,-14.48892352,-12.01757579,-12.1283564,14.81989515,14.81989515,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.8_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.8,26.5,-1,-2,-41.055392176137445,-9.153444444,-9.116885712137446,-14.36615746,-14.42181133,-11.74553765,-11.90158684,14.81989515,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-2_a=7.6_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,-1,-2,-42.044241267968346,-9.343649000000001,-9.329078217968343,-14.51458868,-14.55860851,-11.89281425,-12.05553387,14.81989515,14.83013611,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-2_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,6.0,26.5,-1,-1,-41.93090039960409,-9.32099589,-9.320995889604092,-14.35927368,-14.45082111,-12.0028795,-12.11572463,14.81989515,14.81989515,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-1_a=7.8_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,6.0,26.5,-1,2,-42.45660945864955,-9.32099589,-9.301825458649548,-14.09250663,-14.46148878,-12.48946331,-12.40374544,14.81989515,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.7_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,5.9,26.5,-1,-2,-41.80435673796834,-9.343649000000001,-9.329078217968343,-14.45363236,-14.51005806,-11.82882705,-11.98914331,14.81989515,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-2_a=7.6_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.7,5.9,26.5,2,0,-42.68799122122921,-9.374955474,-9.35693338722922,-14.27806761,-14.20448579,-12.42614755,-12.65135461,14.7935209,14.8104323,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=2_phi2=0_a=7.7_b=5.9_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.8,5.8,26.5,-1,2,-42.06248297719674,-9.153444444,-9.251260703196749,-14.05450462,-14.40698954,-12.44116386,-12.36853586,14.81989515,14.7935209,1,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=2_a=7.8_b=5.8_cx=0_cy=0_cz=0.log,-0.3,-0.5
7.6,6.0,26.5,-1,-2,-41.98771515489132,-9.32099589,-9.323229824891314,-14.50430379,-14.56075459,-11.88229718,-12.04616514,14.81989515,14.83013611,2,Done,mono-C9-BTBT_theta=26.5_R3=-0.3_R4=-0.5_phi1=-1_phi2=-2_a=7.6_b=6.0_cx=0_cy=0_cz=0.log,-0.3,-0.5
