a,b,theta,status
7.6,5.8,0,NotYet
7.6,5.8,-1,NotYet
7.6,5.8,1,NotYet
7.6,5.8,-2,NotYet
7.6,5.8,2,NotYet
7.6,5.8,3,NotYet
7.6,5.8,-3,NotYet
