a,b,theta,E,E_p,E_t,machine_type,status,file_name
6.6,9.0,25.0,-27.733068,-0.958352097,-6.454090952,2,Done,BTBT_theta=25.0_a=6.6_b=9.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6.3,25.0,-39.3294528,-4.235861928,-7.714432237,2,Done,BTBT_theta=25.0_a=7.8_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,8.7,25.0,-28.11035212,-1.169170357,-6.443002851,2,Done,BTBT_theta=25.0_a=6.4_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.5,25.0,-35.39125024,-10.9955126,-3.350056262,2,Done,BTBT_theta=25.0_a=3.9_b=12.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.2,25.0,-39.24862952,-4.197006508,-7.713654125,2,Done,BTBT_theta=25.0_a=7.6_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,8.7,25.0,-28.38365782,-1.058044611,-6.56689215,2,Done,BTBT_theta=25.0_a=6.5_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.5,25.0,-35.13122265,-10.75773024,-3.403940545,2,Done,BTBT_theta=25.0_a=4.0_b=12.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.7,25.0,-28.47001575,-0.958352097,-6.638327888,2,Done,BTBT_theta=25.0_a=6.6_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.2,25.0,-39.39104919,-4.197006508,-7.749259042,2,Done,BTBT_theta=25.0_a=7.7_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.4,25.0,-34.92637829,-10.89126436,-3.28596239,2,Done,BTBT_theta=25.0_a=3.8_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,8.6,25.0,-28.45293493,-1.058044611,-6.584211426,2,Done,BTBT_theta=25.0_a=6.5_b=8.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6.2,25.0,-39.31311244,-4.197006508,-7.729774857,2,Done,BTBT_theta=25.0_a=7.8_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.4,25.0,-35.44893096,-10.9955126,-3.364476441,2,Done,BTBT_theta=25.0_a=3.9_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.6,25.0,-28.63753582,-0.958352097,-6.680207906,2,Done,BTBT_theta=25.0_a=6.6_b=8.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.4,25.0,-35.24133811,-10.75773024,-3.431469409,2,Done,BTBT_theta=25.0_a=4.0_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.6,25.0,-28.64480238,-0.869151551,-6.72662482,2,Done,BTBT_theta=25.0_a=6.7_b=8.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.3,25.0,-34.86242247,-10.89126436,-3.269973435,2,Done,BTBT_theta=25.0_a=3.8_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.7,25.0,-28.39839176,-0.869151551,-6.665022164,2,Done,BTBT_theta=25.0_a=6.7_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.3,25.0,-35.44925727,-10.9955126,-3.364558018,2,Done,BTBT_theta=25.0_a=3.9_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.8,25.0,-28.1184972,-0.869151551,-6.595048524,2,Done,BTBT_theta=25.0_a=6.7_b=8.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.3,25.0,-35.30085115,-10.75773024,-3.446347671,2,Done,BTBT_theta=25.0_a=4.0_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.5,25.0,-28.75897155,-0.958352097,-6.71056684,2,Done,BTBT_theta=25.0_a=6.6_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.5,25.0,-28.85509354,-0.869151551,-6.779197608,2,Done,BTBT_theta=25.0_a=6.7_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.2,25.0,-34.72557509,-10.89126436,-3.23576159,1,Done,BTBT_theta=25.0_a=3.8_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.5,25.0,-28.78369545,-0.789275803,-6.80128596,2,Done,BTBT_theta=25.0_a=6.8_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.2,25.0,-35.38492494,-10.9955126,-3.348474936,1,Done,BTBT_theta=25.0_a=3.9_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.6,25.0,-28.50282197,-0.789275803,-6.731067591,2,Done,BTBT_theta=25.0_a=6.8_b=8.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.2,25.0,-35.30316039,-10.75773024,-3.44692498,1,Done,BTBT_theta=25.0_a=4.0_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.7,25.0,-28.19245553,-0.789275803,-6.65347598,2,Done,BTBT_theta=25.0_a=6.8_b=8.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,8.4,25.0,-28.82849966,-0.958352097,-6.727948867,2,Done,BTBT_theta=25.0_a=6.6_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.4,25.0,-29.02442083,-0.869151551,-6.821529433,2,Done,BTBT_theta=25.0_a=6.7_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.4,25.0,-29.03279182,-0.789275803,-6.863560053,2,Done,BTBT_theta=25.0_a=6.8_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.3,25.0,-29.14711159,-0.869151551,-6.852202122,2,Done,BTBT_theta=25.0_a=6.7_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.3,25.0,-29.24554281,-0.789275803,-6.9167478,2,Done,BTBT_theta=25.0_a=6.8_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,8.3,25.0,-29.16716681,-0.717381982,-6.933100711,2,Done,BTBT_theta=25.0_a=6.9_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,8.4,25.0,-28.88338169,-0.717381982,-6.86215443,2,Done,BTBT_theta=25.0_a=6.9_b=8.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,8.5,25.0,-28.57163472,-0.717381982,-6.784217688,2,Done,BTBT_theta=25.0_a=6.9_b=8.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,8.2,25.0,-29.22035456,-0.869151551,-6.870512863,2,Done,BTBT_theta=25.0_a=6.7_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.2,25.0,-29.41637613,-0.789275803,-6.959456131,2,Done,BTBT_theta=25.0_a=6.8_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,8.2,25.0,-29.41872302,-0.717381982,-6.995989763,2,Done,BTBT_theta=25.0_a=6.9_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.1,25.0,-29.54273154,-0.789275803,-6.991044984,2,Done,BTBT_theta=25.0_a=6.8_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,8.1,25.0,-29.63267883,-0.717381982,-7.049478716,2,Done,BTBT_theta=25.0_a=6.9_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.0,8.1,25.0,-29.54191578,-0.65262295,-7.05916747,2,Done,BTBT_theta=25.0_a=7.0_b=8.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.0,8.2,25.0,-29.25607242,-0.65262295,-6.987706631,2,Done,BTBT_theta=25.0_a=7.0_b=8.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.0,8.3,25.0,-28.94171502,-0.65262295,-6.909117279,2,Done,BTBT_theta=25.0_a=7.0_b=8.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,8.0,25.0,-29.62270142,-0.789275803,-7.011037453,2,Done,BTBT_theta=25.0_a=6.8_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,8.0,25.0,-29.8064991,-0.717381982,-7.092933783,2,Done,BTBT_theta=25.0_a=6.9_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.0,8.0,25.0,-29.79384849,-0.65262295,-7.122150649,2,Done,BTBT_theta=25.0_a=7.0_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,7.9,25.0,-29.65144138,-0.789275803,-7.018222442,2,Done,BTBT_theta=25.0_a=6.8_b=7.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,7.9,25.0,-29.9385021,-0.717381982,-7.125934534,2,Done,BTBT_theta=25.0_a=6.9_b=7.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.0,7.9,25.0,-30.00953623,-0.65262295,-7.176072583,2,Done,BTBT_theta=25.0_a=7.0_b=7.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,7.8,25.0,-30.02421997,-0.717381982,-7.147364,2,Done,BTBT_theta=25.0_a=6.9_b=7.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.0,7.8,25.0,-30.18744787,-0.65262295,-7.220550491,2,Done,BTBT_theta=25.0_a=7.0_b=7.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,7.8,25.0,-30.15001062,-0.594019791,-7.24049276,2,Done,BTBT_theta=25.0_a=7.1_b=7.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,7.9,25.0,-29.897852,-0.594019791,-7.177453105,2,Done,BTBT_theta=25.0_a=7.1_b=7.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,8.0,25.0,-29.61303776,-0.594019791,-7.106249545,2,Done,BTBT_theta=25.0_a=7.1_b=8.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,7.7,25.0,-30.06049004,-0.717381982,-7.15643152,2,Done,BTBT_theta=25.0_a=6.9_b=7.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.0,7.7,25.0,-30.32396894,-0.65262295,-7.254680761,2,Done,BTBT_theta=25.0_a=7.0_b=7.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,7.7,25.0,-30.3682586,-0.594019791,-7.295054754,2,Done,BTBT_theta=25.0_a=7.1_b=7.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.0,7.6,25.0,-30.41618781,-0.65262295,-7.277735478,2,Done,BTBT_theta=25.0_a=7.0_b=7.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,7.6,25.0,-30.54945839,-0.594019791,-7.340354701,2,Done,BTBT_theta=25.0_a=7.1_b=7.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.6,25.0,-30.48157435,-0.541202275,-7.349792451,2,Done,BTBT_theta=25.0_a=7.2_b=7.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.7,25.0,-30.22833642,-0.541202275,-7.286482967,2,Done,BTBT_theta=25.0_a=7.2_b=7.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.8,25.0,-29.944727,-0.541202275,-7.215580612,2,Done,BTBT_theta=25.0_a=7.2_b=7.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.0,7.5,25.0,-30.45762857,-0.65262295,-7.288095668,2,Done,BTBT_theta=25.0_a=7.0_b=7.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,7.5,25.0,-30.68966922,-0.594019791,-7.37540741,2,Done,BTBT_theta=25.0_a=7.1_b=7.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.5,25.0,-30.70102715,-0.541202275,-7.40465565,2,Done,BTBT_theta=25.0_a=7.2_b=7.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,7.4,25.0,-30.7824403,-0.594019791,-7.398600179,2,Done,BTBT_theta=25.0_a=7.1_b=7.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.4,25.0,-30.88230224,-0.541202275,-7.449974423,2,Done,BTBT_theta=25.0_a=7.2_b=7.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,7.4,25.0,-30.77945335,-0.49355544,-7.448085618,2,Done,BTBT_theta=25.0_a=7.3_b=7.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,7.5,25.0,-30.52819835,-0.49355544,-7.385271867,2,Done,BTBT_theta=25.0_a=7.3_b=7.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,7.6,25.0,-30.24519134,-0.49355544,-7.314520114,2,Done,BTBT_theta=25.0_a=7.3_b=7.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,7.3,25.0,-30.82568829,-0.594019791,-7.409412176,2,Done,BTBT_theta=25.0_a=7.1_b=7.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.3,25.0,-31.01902412,-0.541202275,-7.484154893,2,Done,BTBT_theta=25.0_a=7.2_b=7.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,7.3,25.0,-35.01299977,-2.502171025,-7.50216443,2,Done,BTBT_theta=25.0_a=7.3_b=7.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.2,25.0,-35.45752785,-2.714382356,-7.507190785,2,Done,BTBT_theta=25.0_a=7.2_b=7.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,7.2,25.0,-35.6112678,-2.714382356,-7.545625772,2,Done,BTBT_theta=25.0_a=7.3_b=7.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,7.2,25.0,-35.56011319,-2.714382356,-7.532837118,2,Done,BTBT_theta=25.0_a=7.4_b=7.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,7.3,25.0,-34.89028391,-2.502171025,-7.471485466,2,Done,BTBT_theta=25.0_a=7.4_b=7.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,7.4,25.0,-34.20396368,-2.297866319,-7.40205776,2,Done,BTBT_theta=25.0_a=7.4_b=7.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.1,25.0,-35.93108455,-2.931369039,-7.517086617,2,Done,BTBT_theta=25.0_a=7.2_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,7.1,25.0,-36.17862469,-2.931369039,-7.578971653,2,Done,BTBT_theta=25.0_a=7.3_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,7.1,25.0,-36.19855441,-2.931369039,-7.583954083,2,Done,BTBT_theta=25.0_a=7.4_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,7.0,25.0,-36.70476673,-3.151907429,-7.600237967,2,Done,BTBT_theta=25.0_a=7.3_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,7.0,25.0,-36.80795447,-3.151907429,-7.626034904,2,Done,BTBT_theta=25.0_a=7.4_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,7.0,25.0,-36.70514323,-3.151907429,-7.600332094,2,Done,BTBT_theta=25.0_a=7.5_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,7.1,25.0,-36.034699,-2.931369039,-7.54299023,2,Done,BTBT_theta=25.0_a=7.5_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,7.2,25.0,-35.33192545,-2.714382356,-7.475790184,2,Done,BTBT_theta=25.0_a=7.5_b=7.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.9,25.0,-37.1740438,-3.37100882,-7.608006541,2,Done,BTBT_theta=25.0_a=7.3_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.9,25.0,-37.36879781,-3.37100882,-7.656695042,2,Done,BTBT_theta=25.0_a=7.4_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.9,25.0,-37.34043436,-3.37100882,-7.649604179,2,Done,BTBT_theta=25.0_a=7.5_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.8,25.0,-37.56739217,-3.581262321,-7.601216883,2,Done,BTBT_theta=25.0_a=7.3_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.8,25.0,-37.85925963,-3.581262321,-7.674183746,2,Done,BTBT_theta=25.0_a=7.4_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.8,25.0,-37.91372749,-3.581262321,-7.687800713,2,Done,BTBT_theta=25.0_a=7.5_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.7,25.0,-38.26651362,-3.777120742,-7.678068033,2,Done,BTBT_theta=25.0_a=7.4_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.7,25.0,-38.40797947,-3.777120742,-7.713434496,2,Done,BTBT_theta=25.0_a=7.5_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.7,25.0,-38.3343851,-3.777120742,-7.695035903,2,Done,BTBT_theta=25.0_a=7.6_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.8,25.0,-37.76648855,-3.581262321,-7.650990976,2,Done,BTBT_theta=25.0_a=7.6_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.9,25.0,-37.12640325,-3.37100882,-7.596096401,2,Done,BTBT_theta=25.0_a=7.6_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.6,25.0,-38.569739,-3.952076805,-7.666396347,2,Done,BTBT_theta=25.0_a=7.4_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.6,25.0,-38.80894581,-3.952076805,-7.72619805,2,Done,BTBT_theta=25.0_a=7.5_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.6,25.0,-38.81363958,-3.952076805,-7.727371493,2,Done,BTBT_theta=25.0_a=7.6_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.5,25.0,-39.0877736,-4.096033874,-7.723926464,2,Done,BTBT_theta=25.0_a=7.5_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.7,25.0,-38.08029375,-3.777120742,-7.631513066,2,Done,BTBT_theta=25.0_a=7.7_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.4,25.0,-39.21213353,-4.195726388,-7.705170189,2,Done,BTBT_theta=25.0_a=7.5_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.3,25.0,-39.14544177,-4.235861928,-7.668429479,2,Done,BTBT_theta=25.0_a=7.5_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,6.1,30.0,-39.70405117,-4.955703749,-7.448160919,1,Done,BTBT_theta=30.0_a=8.1_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,6.2,30.0,-39.11711597,-4.774924393,-7.391816796,2,Done,BTBT_theta=30.0_a=8.2_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,6.2,30.0,-39.43757278,-4.774924393,-7.471930998,1,Done,BTBT_theta=30.0_a=8.1_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,6.3,30.0,-39.02705574,-4.560629728,-7.47644907,1,Done,BTBT_theta=30.0_a=8.1_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,6.1,30.0,-39.46045179,-4.955703749,-7.387261073,1,Done,BTBT_theta=30.0_a=8.2_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.2,30.0,-34.62286425,-10.29930908,-3.506061523,1,Done,BTBT_theta=30.0_a=3.9_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.3,30.0,-35.16090387,-10.55159948,-3.514426231,2,Done,BTBT_theta=30.0_a=4.0_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,6.3,30.0,-38.62841118,-4.560629728,-7.376787932,1,Done,BTBT_theta=30.0_a=8.2_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.3,30.0,-34.48541446,-10.29930908,-3.471699075,2,Done,BTBT_theta=30.0_a=3.9_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.4,30.0,-34.30293455,-10.29930908,-3.426079098,2,Done,BTBT_theta=30.0_a=3.9_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,6.1,30.0,-39.0846235,-4.955703749,-7.293304001,1,Done,BTBT_theta=30.0_a=8.3_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.2,30.0,-35.34506551,-10.55159948,-3.56046664,2,Done,BTBT_theta=30.0_a=4.0_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,6.2,30.0,-38.6671411,-4.774924393,-7.279323078,1,Done,BTBT_theta=30.0_a=8.3_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.4,30.0,-34.93793702,-10.55159948,-3.458684518,2,Done,BTBT_theta=30.0_a=4.0_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,6.3,30.0,-38.12211101,-4.560629728,-7.250212889,1,Done,BTBT_theta=30.0_a=8.3_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,12.2,30.0,-35.31845908,-10.4495789,-3.604825321,2,Done,BTBT_theta=30.0_a=4.1_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.0,6.0,30.0,-39.75140308,-5.086508209,-7.394596665,1,Done,BTBT_theta=30.0_a=8.0_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,12.3,30.0,-35.09195308,-10.4495789,-3.548198819,2,Done,BTBT_theta=30.0_a=4.1_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.0,6.1,30.0,-39.78527607,-4.955703749,-7.468467143,1,Done,BTBT_theta=30.0_a=8.0_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,12.4,30.0,-34.83261574,-10.4495789,-3.483364486,2,Done,BTBT_theta=30.0_a=4.1_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.0,6.2,30.0,-39.61415409,-4.774924393,-7.516076326,1,Done,BTBT_theta=30.0_a=8.0_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.1,30.0,-34.7079044,-10.29930908,-3.527321561,2,Done,BTBT_theta=30.0_a=3.9_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,6.0,30.0,-39.78134786,-5.086508209,-7.40208286,1,Done,BTBT_theta=30.0_a=8.1_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.1,30.0,-35.48356952,-10.55159948,-3.595092641,2,Done,BTBT_theta=30.0_a=4.0_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,6.0,30.0,-39.62670429,-5.086508209,-7.363421968,1,Done,BTBT_theta=30.0_a=8.2_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,12.1,30.0,-35.50558257,-10.4495789,-3.651606192,2,Done,BTBT_theta=30.0_a=4.1_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,6.0,30.0,-39.5019051,-5.086508209,-7.332222171,1,Done,BTBT_theta=30.0_a=7.9_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.0,30.0,-35.56928738,-10.55159948,-3.616522108,2,Done,BTBT_theta=30.0_a=4.0_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,6.1,30.0,-39.66554716,-4.955703749,-7.438534916,1,Done,BTBT_theta=30.0_a=7.9_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,12.0,30.0,-35.64674722,-10.4495789,-3.686897355,2,Done,BTBT_theta=30.0_a=4.1_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,6.2,30.0,-39.61219626,-4.774924393,-7.515586868,1,Done,BTBT_theta=30.0_a=7.9_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,12.0,30.0,-35.21131803,-10.115411,-3.745124007,2,Done,BTBT_theta=30.0_a=4.2_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,12.1,30.0,-35.01985218,-10.115411,-3.697257544,2,Done,BTBT_theta=30.0_a=4.2_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,12.2,30.0,-34.78877789,-10.115411,-3.639488974,1,Done,BTBT_theta=30.0_a=4.2_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,11.9,30.0,-35.59496509,-10.55159948,-3.622941535,1,Done,BTBT_theta=30.0_a=4.0_b=11.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.9,30.0,-35.73512573,-10.4495789,-3.708991982,1,Done,BTBT_theta=30.0_a=4.1_b=11.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.9,30.0,-35.35690035,-10.115411,-3.781519587,1,Done,BTBT_theta=30.0_a=4.2_b=11.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,11.8,30.0,-35.55257052,-10.55159948,-3.612342892,1,Done,BTBT_theta=30.0_a=4.0_b=11.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.8,30.0,-35.76358958,-10.4495789,-3.716107945,1,Done,BTBT_theta=30.0_a=4.1_b=11.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.8,30.0,-35.44999773,-10.115411,-3.804793933,1,Done,BTBT_theta=30.0_a=4.2_b=11.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,11.7,30.0,-35.4323898,-10.55159948,-3.582297712,1,Done,BTBT_theta=30.0_a=4.0_b=11.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.7,30.0,-35.72370504,-10.4495789,-3.706136811,1,Done,BTBT_theta=30.0_a=4.1_b=11.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.7,30.0,-35.48328086,-10.115411,-3.813114716,1,Done,BTBT_theta=30.0_a=4.2_b=11.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.8,5.7,35.0,-37.93848904,-5.869797566,-6.549723476,2,Done,BTBT_theta=35.0_a=8.8_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5.8,35.0,-37.36685253,-5.654900491,-6.514262887,2,Done,BTBT_theta=35.0_a=8.9_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.8,5.8,35.0,-37.77787158,-5.654900491,-6.617017649,2,Done,BTBT_theta=35.0_a=8.8_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.8,5.9,35.0,-37.43377019,-5.397809645,-6.659537726,2,Done,BTBT_theta=35.0_a=8.8_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5.7,35.0,-37.60656135,-5.869797566,-6.466741554,2,Done,BTBT_theta=35.0_a=8.9_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5.9,35.0,-36.95016079,-5.397809645,-6.538635375,2,Done,BTBT_theta=35.0_a=8.9_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.6,35.0,-35.04611974,-9.564162289,-3.979448791,1,Done,BTBT_theta=35.0_a=4.2_b=11.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,11.7,35.0,-34.96524626,-9.538660283,-3.971981422,1,Done,BTBT_theta=35.0_a=4.3_b=11.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
