a,b,theta,E,E_t,machine_type,status,file_name,E_p1,E_p2
4.5,11.0,45.0,-30.6017425195314,-4.48689102823846,1,Done,BTBT_a=4.5_b=11.0_theta=45_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.0915850843302905,-6.235504118958488
9.5,5.5,45.0,-32.03564052050933,-5.039369657402858,2,Done,BTBT_a=9.5_b=5.5_theta=45_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-5.713302847463638,-0.2257780979853123
4.5,10.0,45.0,-32.3365315659903,-4.884318211814389,2,Done,BTBT_a=4.5_b=10.0_theta=45.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.1641252404078841,-6.235504118958488
9.0,5.0,45.0,-18.83471264969557,-0.7990775090875104,1,Done,BTBT_a=9.0_b=5.0_theta=45_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-7.502026377245784,-0.317174929426983
4.5,10.0,40.0,-33.25829355372116,-3.9414342356612906,2,Done,BTBT_a=4.5_b=10.0_theta=40_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.1926267445087433,-8.553651561029255
8.5,6.5,40.0,-35.1784239532426,-7.071039959206246,1,Done,BTBT_a=8.5_b=6.5_theta=40_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-3.077258839039132,-0.3698732191696763
10.5,4.5,45.0,-25.50557065661997,-3.1978348856791854,2,Done,BTBT_a=10.5_b=4.5_theta=45.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-6.235504118958488,-0.1216114379931241
4.5,11.0,30.0,-33.387573163956404,-4.070751496474259,1,Done,BTBT_a=4.5_b=11.0_theta=30_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.1226217288058251,-8.42966186022386
9.5,5.5,30.0,-30.137435319833457,-5.446422844193876,2,Done,BTBT_a=9.5_b=5.5_theta=30_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-4.06944000069052,-0.1064319708384573
10.5,4.5,40.0,-15.229918703436852,-3.955465359264053,1,Done,BTBT_a=10.5_b=4.5_theta=40_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,0.3945908381137997,-0.0986194713041186
11.0,4.5,45.0,-26.501039971597493,-3.461715391254984,2,Done,BTBT_a=11.0_b=4.5_theta=45.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-6.235504118958488,-0.0915850843302905
4.5,10.0,50.0,-20.73216483835131,-5.313553876825608,2,Done,BTBT_a=4.5_b=10.0_theta=50_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.1335655036382377,0.3945908381137997
8.5,6.5,50.0,-31.06055273115635,-6.4921557089546695,1,Done,BTBT_a=8.5_b=6.5_theta=50_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-1.9960089086089283,-0.5499560390599072
11.0,4.5,40.0,-14.020983037538826,-3.665618490078488,1,Done,BTBT_a=11.0_b=4.5_theta=40_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,0.3945908381137997,-0.0738453767262399
10.5,5.0,40.0,-30.943886070977896,-4.333182453643531,2,Done,BTBT_a=10.5_b=5.0_theta=40_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-6.706958656897768,-0.0986194713041186
11.0,5.0,40.0,-28.585201483685523,-3.7558983541093767,2,Done,BTBT_a=11.0_b=5.0_theta=40_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-6.706958656897768,-0.0738453767262399
10.5,4.5,50.0,-23.86027708696201,-1.617212496814318,1,Done,BTBT_a=10.5_b=4.5_theta=50_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-8.553651561029255,-0.1420619888231158
4.5,10.0,35.0,-28.49174014525488,-2.562537486664951,2,Done,BTBT_a=4.5_b=10.0_theta=35_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2164470243733376,-8.9043480749242
8.5,6.5,35.0,-36.22575069358573,-7.069245280465111,1,Done,BTBT_a=8.5_b=6.5_theta=35_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-3.680923459120095,-0.2934613267425447
10.5,5.0,50.0,-28.462749182712287,-3.4890058008022606,2,Done,BTBT_a=10.5_b=5.0_theta=50_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-7.111301000928506,-0.1420619888231158
11.0,4.5,50.0,-28.28507600119337,-2.741101732244715,1,Done,BTBT_a=11.0_b=4.5_theta=50_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-8.553651561029255,-0.1066829750780016
11.0,5.0,50.0,-29.003261195961382,-3.641823310987093,2,Done,BTBT_a=11.0_b=5.0_theta=50_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-7.111301000928506,-0.1066829750780016
8.0,7.0,40.0,-35.07583861844614,-7.510146356653422,2,Done,BTBT_a=8.0_b=7.0_theta=40_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-1.9755332572385669,-0.5420933386776596
5.0,10.0,40.0,-35.75378787191585,-5.286483095260337,1,Done,BTBT_a=5.0_b=10.0_theta=40_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.1926267445087433,-7.111301000928506
4.5,9.5,40.0,-23.94937095604837,-1.5771585333859548,2,Done,BTBT_a=4.5_b=9.5_theta=40_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2667168502230197,-8.553651561029255
4.5,9.5,45.0,-27.67414481472224,-3.68789509520866,1,Done,BTBT_a=4.5_b=9.5_theta=45.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2257780979853123,-6.235504118958488
8.5,6.5,30.0,-36.17626525415108,-6.857234751805663,1,Done,BTBT_a=8.5_b=6.5_theta=30_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-4.146240949397907,-0.2274221740663051
11.0,4.5,55.0,-23.564268070738763,-1.3801141185685992,2,Done,BTBT_a=11.0_b=4.5_theta=55_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-8.9043480749242,-0.117557723307982
8.0,7.0,35.0,-35.606661876663566,-7.473242493229918,2,Done,BTBT_a=8.0_b=7.0_theta=35_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-2.4248178671114147,-0.4320280847605318
5.0,9.5,50.0,-37.55334849981591,-5.942908756085672,1,Done,BTBT_a=5.0_b=9.5_theta=50.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.1838980808388441,-6.706958656897768
5.0,10.0,50.0,-35.88774870708585,-5.551675096503459,2,Done,BTBT_a=5.0_b=10.0_theta=50_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.1335655036382377,-6.706958656897768
4.5,9.5,50.0,-19.888025836087763,-5.077352837659419,1,Done,BTBT_a=4.5_b=9.5_theta=50_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.1838980808388441,0.3945908381137997
5.0,9.5,45.0,-37.17468386609107,-5.42976872890722,2,Done,BTBT_a=5.0_b=9.5_theta=45_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2257780979853123,-7.502026377245784
10.0,4.5,45.0,-21.03457445744425,-2.0588289346778765,1,Done,BTBT_a=10.0_b=4.5_theta=45.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-6.235504118958488,-0.1641252404078841
8.0,7.0,30.0,-35.64307000860572,-7.30382106883917,2,Done,BTBT_a=8.0_b=7.0_theta=30_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-2.874140127329156,-0.3397527392953634
10.0,4.5,40.0,-14.656663219444454,-3.7946784720988944,1,Done,BTBT_a=10.0_b=4.5_theta=40_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,0.3945908381137997,-0.1335655036382377
11.5,4.5,45.0,-25.73854001797736,-3.2819212254835293,2,Done,BTBT_a=11.5_b=4.5_theta=45_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-6.235504118958488,-0.0699234390631318
5.0,9.0,50.0,-35.792931945063174,-5.465725051704794,2,Done,BTBT_a=5.0_b=9.0_theta=50.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2580572122242301,-6.706958656897768
5.0,9.5,55.0,-30.42562556359917,-6.0176577476086095,1,Done,BTBT_a=5.0_b=9.5_theta=55_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.1436307639814913,-3.0338665226008743
5.5,9.0,55.0,-39.51443020207808,-6.705283205374144,2,Done,BTBT_a=5.5_b=9.0_theta=55.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2034701176453381,-6.143178572645411
8.0,7.0,25.0,-35.04865488689393,-7.025601960136555,1,Done,BTBT_a=8.0_b=7.0_theta=25_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-3.208922987570986,-0.2642005356028676
11.5,4.5,55.0,-27.727370214182884,-2.435134131461382,2,Done,BTBT_a=11.5_b=4.5_theta=55_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-8.9043480749242,-0.0890687692444771
10.0,4.5,50.0,-13.877622103784232,0.903733626822941,1,Done,BTBT_a=10.0_b=4.5_theta=50_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-8.553651561029255,-0.1926267445087433
5.0,9.0,45.0,-31.56357729621232,-3.981293670716696,2,Done,BTBT_a=5.0_b=9.0_theta=45_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.317174929426983,-7.502026377245784
5.5,9.0,60.0,-34.59525381075218,-6.536790495389141,2,Done,BTBT_a=5.5_b=9.0_theta=60_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.1546059139072895,-4.06944000069052
7.5,7.5,45.0,-34.80228190775961,-7.682642580475658,1,Done,BTBT_a=7.5_b=7.5_theta=45_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-1.0179278964642435,-1.0179278964642435
6.0,8.0,55.0,-39.55509285023436,-7.082404165179469,1,Done,BTBT_a=6.0_b=8.0_theta=55_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.4320280847605318,-5.180710009997711
5.5,8.5,50.0,-36.6870081932284,-5.826976283453405,2,Done,BTBT_a=5.5_b=8.5_theta=50_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.3698732191696763,-6.319678310537711
5.5,8.5,55.0,-39.986380473244935,-6.778275168617256,1,Done,BTBT_a=5.5_b=8.5_theta=55.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2934613267425447,-6.143178572645411
5.0,9.0,55.0,-31.68107227003202,-6.301599747384898,2,Done,BTBT_a=5.0_b=9.0_theta=55_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2034701176453381,-3.0338665226008743
5.0,8.5,50.0,-26.69520411407575,-3.135385090485215,2,Done,BTBT_a=5.0_b=8.5_theta=50.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.3698732191696763,-6.706958656897768
7.5,7.5,40.0,-34.79873020434752,-7.660824058228172,1,Done,BTBT_a=7.5_b=7.5_theta=40_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-1.26205438724719,-0.8156625984702259
12.0,4.0,55.0,-25.361657514236867,-2.0537963045062497,2,Done,BTBT_a=12.0_b=4.0_theta=55.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-8.504743431461975,-0.0684927166439592
6.0,8.0,65.0,-39.4839457673952,-7.789225154207088,1,Done,BTBT_a=6.0_b=8.0_theta=65_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2642005356028676,-3.899322039680556
5.5,8.5,60.0,-37.360564878210425,-7.191710132174194,1,Done,BTBT_a=5.5_b=8.5_theta=60_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2274221740663051,-4.06944000069052
5.0,8.5,45.0,-16.007842851337045,-0.0230358921689912,2,Done,BTBT_a=5.0_b=8.5_theta=45_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.4558232640847564,-7.502026377245784
12.5,4.0,60.0,-29.056687396019697,-1.981557352934033,2,Done,BTBT_a=12.5_b=4.0_theta=60.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-10.511131355306134,-0.0540976368356496
12.0,4.0,50.0,-16.5564748425968,-2.626587432110682,2,Done,BTBT_a=12.0_b=4.0_theta=50_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-2.9621609547175467,-0.0629016023594886
12.5,4.0,55.0,-26.76607509376481,-2.4124747451860458,1,Done,BTBT_a=12.5_b=4.0_theta=55_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-8.504743431461975,-0.0533446250483393
5.5,8.0,60.0,-36.29772609192878,-6.869835152989253,1,Done,BTBT_a=5.5_b=8.0_theta=60.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.3397527392953634,-4.06944000069052
5.0,8.5,55.0,-28.19330893829465,-5.384663309901953,2,Done,BTBT_a=5.0_b=8.5_theta=55_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2934613267425447,-3.0338665226008743
6.0,7.5,60.0,-37.91701564611867,-6.628758361097425,1,Done,BTBT_a=6.0_b=7.5_theta=60.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.5174133703112602,-5.183577730553225
5.5,8.0,55.0,-34.41128042899072,-5.315216778544709,2,Done,BTBT_a=5.5_b=8.0_theta=55_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.4320280847605318,-6.143178572645411
12.0,4.0,60.0,-25.16227248497308,-0.9999936608364806,2,Done,BTBT_a=12.0_b=4.0_theta=60_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-10.511131355306134,-0.0700175655074417
12.5,4.0,65.0,-26.515723704360425,-1.247163574793376,1,Done,BTBT_a=12.5_b=4.0_theta=65_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-10.712235760176554,-0.0512989424169063
6.0,7.5,55.0,-31.537422681692988,-4.968630455201492,1,Done,BTBT_a=6.0_b=7.5_theta=55_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.6507404204457998,-5.180710009997711
5.0,8.5,60.0,-13.649233563803136,-6.658640387118794,2,Done,BTBT_a=5.0_b=8.5_theta=60_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2274221740663051,6.720086166402325
5.5,8.0,65.0,-27.580081066582352,-7.6482111068908125,2,Done,BTBT_a=5.5_b=8.0_theta=65_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.2642005356028676,1.770582216093317
13.0,4.0,55.0,-26.48900432791561,-2.3488766066730022,1,Done,BTBT_a=13.0_b=4.0_theta=55_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-8.504743431461975,-0.0420055191498249
5.5,7.5,55.0,-16.45380165753886,-0.7164909178391099,2,Done,BTBT_a=5.5_b=7.5_theta=55_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.6507404204457998,-6.143178572645411
5.5,7.5,60.0,-26.31047773407772,-4.28419274801854,1,Done,BTBT_a=5.5_b=7.5_theta=60.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.5174133703112602,-4.06944000069052
13.0,3.5,60.0,-10.713013872969896,-1.845099028549157,2,Done,BTBT_a=13.0_b=3.5_theta=60_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-1.6240021551493555,-0.0423067242372781
13.0,3.5,65.0,-18.02975537162274,-1.2697539345826954,2,Done,BTBT_a=13.0_b=3.5_theta=65.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-6.435654708649963,-0.0397151079960167
13.5,3.5,65.0,-20.391012751031667,-1.8643761357525364,1,Done,BTBT_a=13.5_b=3.5_theta=65.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-6.435654708649963,-0.0310993953607976
6.0,7.5,65.0,-39.407527598086745,-7.696548202075064,1,Done,BTBT_a=6.0_b=7.5_theta=65_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.4113453552126884,-3.899322039680556
13.0,4.0,65.0,-29.452445404138416,-1.9871359169483185,2,Done,BTBT_a=13.0_b=4.0_theta=65_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-10.712235760176554,-0.0397151079960167
13.5,3.5,60.0,-11.448668946046382,-2.0334398798877373,2,Done,BTBT_a=13.5_b=3.5_theta=60_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-1.6240021551493555,-0.0334525580983608
13.0,3.5,70.0,-17.212210243102163,-0.4614645789843052,2,Done,BTBT_a=13.0_b=3.5_theta=70_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-7.648480935953557,-0.0346950276289135
5.5,7.5,65.0,-23.99164003087208,-6.677528438158333,1,Done,BTBT_a=5.5_b=7.5_theta=65_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.4113453552126884,1.770582216093317
13.5,4.0,60.0,-29.780783736146983,-2.1729039773345,1,Done,BTBT_a=13.5_b=4.0_theta=60_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-10.511131355306134,-0.0334525580983608
6.0,7.5,70.0,-34.0571388839744,-8.188716845354065,1,Done,BTBT_a=6.0_b=7.5_theta=70_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-0.3287964146584272,-0.3223393366206437
14.0,3.5,65.0,-20.65259657008573,-1.933013179455884,2,Done,BTBT_a=14.0_b=3.5_theta=65_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-6.435654708649963,-0.0246172174811363
14.0,3.5,70.0,-22.837912695016712,-1.874755151220597,2,Done,BTBT_a=14.0_b=3.5_theta=70.0_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-7.648480935953557,-0.0209651091136038
13.5,3.5,70.0,-21.54297050833702,-1.5480859952513129,2,Done,BTBT_a=13.5_b=3.5_theta=70_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-7.648480935953557,-0.0268323277123272
13.5,4.0,70.0,-28.316903308033943,-2.011012672446668,1,Done,BTBT_a=13.5_b=4.0_theta=70_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-10.109593981411308,-0.0268323277123272
14.0,3.5,75.0,-21.347337990999225,-1.7482177595375106,2,Done,BTBT_a=14.0_b=3.5_theta=75_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-7.16071741329506,-0.0165160631295293
13.5,3.5,75.0,-18.929792965762317,-1.141334013431333,2,Done,BTBT_a=13.5_b=3.5_theta=75_cx=0_cy=0_cz=0_A1=0.0_A2=0.log,-7.16071741329506,-0.021511042723432183
